id,SalePrice
1989,193358.238084
1990,212452.878661
1991,226040.178454
1992,213821.464095
1993,169743.835749
1994,236397.747791
1995,183796.761082
1996,244927.10644
1997,307728.639549
1998,317442.69082
1999,257642.521612
2000,321313.243883
2001,267481.337641
2002,230223.388644
2003,257482.00489
2004,276490.419684
2005,219784.621945
2006,219913.674134
2007,255744.190115
2008,213875.216882
2009,193867.034942
2010,197991.778917
2011,139004.30525
2012,171714.033386
2013,179410.643384
2014,186148.370626
2015,207500.106006
2016,187950.039477
2017,200321.761864
2018,119983.062939
2019,131235.995984
2020,105638.926856
2021,104061.381443
2022,183007.050098
2023,140337.750092
2024,246711.549448
2025,370150.417364
2026,176167.222681
2027,159833.834783
2028,148794.412399
2029,170027.34014
2030,276875.359669
2031,235329.047047
2032,248810.180439
2033,264695.300887
2034,175806.122929
2035,219483.652753
2036,201836.94585
2037,212148.975096
2038,325891.891822
2039,222924.63175
2040,299231.310391
2041,292350.940639
2042,206120.15798
2043,179774.899635
2044,171477.307612
2045,214318.935716
2046,153539.274948
2047,142609.023525
2048,136984.631544
2049,147029.903724
2050,179083.281036
2051,105791.638819
2052,124803.486786
2053,146066.929044
2054,98155.5109423
2055,157864.529123
2056,145768.580292
2057,116727.13812
2058,214389.180746
2059,135283.646277
2060,172569.248381
2061,179921.408
2062,133085.297238
2063,124878.951307
2064,143109.658657
2065,122142.892261
2066,163581.394932
2067,111813.645485
2068,149401.13848
2069,87259.9331298
2070,122631.252148
2071,94599.0380685
2072,131006.160901
2073,133722.59799
2074,180912.93991
2075,151594.237543
2076,120788.77379
2077,157457.58196
2078,124404.888827
2079,132549.669266
2080,123318.077383
2081,128252.393897
2082,119274.060084
2083,142896.380077
2084,115753.506618
2085,117102.578962
2086,100632.053988
2087,121923.145348
2088,98138.9619361
2089,80333.3029652
2090,126570.754293
2091,109032.713826
2092,117805.666538
2093,113954.76105
2094,108904.782536
2095,149770.87129
2096,83003.7398209
2097,103704.768958
2098,138849.717378
2099,55334.2883433
2100,76851.2820765
2101,108043.510631
2102,127891.847294
2103,104543.644861
2104,142783.877315
2105,125118.149739
2106,57869.7436517
2107,203861.658922
2108,115338.202973
2109,109550.580711
2110,127948.0488
2111,136935.16188
2112,134271.196278
2113,121360.76856
2114,123317.999513
2115,160304.550027
2116,114329.869348
2117,148094.417252
2118,123393.87656
2119,117495.813129
2120,118557.473991
2121,92478.2853181
2122,113895.337618
2123,86514.5464762
2124,164782.371191
2125,121713.61102
2126,150061.021229
2127,161601.205493
2128,124315.650983
2129,94905.7330482
2130,133730.300366
2131,148585.90898
2132,114722.270247
2133,124649.917757
2134,121450.311949
2135,99158.0975336
2136,80518.6550124
2137,108598.185685
2138,137031.305415
2139,150284.097634
2140,136986.775103
2141,146756.217889
2142,126231.574032
2143,139015.897907
2144,132230.755184
2145,137760.654665
2146,171699.87892
2147,138383.013291
2148,135646.018432
2149,144238.531897
2150,225643.662431
2151,118671.970712
2152,156833.651914
2153,165993.441187
2154,106118.536263
2155,140196.838455
2156,255688.582155
2157,237679.982634
2158,237863.020441
2159,214612.548217
2160,181686.524514
2161,246607.931927
2162,420216.696992
2163,352415.282816
2164,251696.183566
2165,193448.911371
2166,153510.843014
2167,222686.935328
2168,195813.377386
2169,197396.506095
2170,219535.142376
2171,151509.66882
2172,128795.498177
2173,163789.553191
2174,230426.736368
2175,305754.162767
2176,304440.446617
2177,240572.838007
2178,216457.219659
2179,137366.241418
2180,203969.540688
2181,195041.834367
2182,223203.894221
2183,189958.911007
2184,119070.079002
2185,121419.25063
2186,144625.239705
2187,151336.823593
2188,150488.185498
2189,259507.794197
2190,82679.962848
2191,84824.5695313
2192,91402.5596251
2193,110720.57838
2194,105497.5687
2195,112993.564509
2196,104221.926756
2197,118715.671146
2198,163384.461458
2199,180473.743016
2200,148696.865794
2201,151225.150968
2202,212131.249356
2203,137177.030293
2204,179171.638332
2205,121438.742819
2206,144255.839626
2207,208324.135276
2208,270296.879705
2209,228361.942102
2210,116938.64582
2211,116188.876509
2212,121940.424888
2213,105548.128852
2214,124733.609205
2215,103965.676884
2216,140479.776848
2217,63318.0892933
2218,82347.8634563
2219,75353.828894
2220,80790.0046393
2221,297304.081521
2222,260722.493839
2223,285416.256177
2224,211393.218901
2225,121721.546716
2226,181522.854347
2227,195890.71307
2228,259957.051224
2229,260539.052803
2230,146106.424227
2231,209742.01517
2232,171443.667045
2233,179592.642162
2234,240916.54781
2235,212176.521341
2236,266519.529495
2237,318131.304968
2238,193009.850264
2239,103595.874734
2240,154798.435484
2241,153609.505046
2242,122615.277595
2243,125135.329617
2244,107524.381526
2245,104730.306673
2246,140744.160108
2247,109988.250517
2248,123045.977206
2249,119407.012936
2250,129439.644821
2251,99841.1557687
2252,181328.218039
2253,149289.370866
2254,169364.054647
2255,179958.246428
2256,176927.822133
2257,201312.5492
2258,165922.320547
2259,173727.045302
2260,155674.522356
2261,184033.232777
2262,206869.114404
2263,363428.563466
2264,554077.887376
2265,158514.881386
2266,289706.489093
2267,363322.815909
2268,422217.691445
2269,146335.747276
2270,191119.559137
2271,220370.91272
2272,195866.444742
2273,160624.777258
2274,176200.598785
2275,159223.689052
2276,195527.33213
2277,182166.550757
2278,145552.997019
2279,124893.361525
2280,121070.843755
2281,166666.490464
2282,187486.269432
2283,107216.236294
2284,115285.794785
2285,144954.207703
2286,126291.50964
2287,367026.826778
2288,269429.948972
2289,381002.570028
2290,467157.64462
2291,313399.303282
2292,442767.182215
2293,496260.274925
2294,404675.62375
2295,521238.09319
2296,296056.745158
2297,324262.79177
2298,343504.845671
2299,366782.756228
2300,326202.956935
2301,295136.748041
2302,245898.652149
2303,243409.267998
2304,249623.317954
2305,201208.178889
2306,194008.823765
2307,198080.847501
2308,230353.852964
2309,276717.435355
2310,211716.761546
2311,205561.48061
2312,173726.955201
2313,172510.744571
2314,178349.688395
2315,181461.232818
2316,190736.257638
2317,188985.148305
2318,179918.857474
2319,182455.9837
2320,185164.407193
2321,236976.289744
2322,182648.62322
2323,186625.329231
2324,173774.551934
2325,221590.279331
2326,170104.083249
2327,205198.460303
2328,224529.414155
2329,187539.78771
2330,179176.699763
2331,348981.872965
2332,390236.49248
2333,318875.511929
2334,251731.953253
2335,270986.650841
2336,306907.257555
2337,196913.732767
2338,271228.337297
2339,219921.919454
2340,412699.008869
2341,214786.561954
2342,238120.623675
2343,226286.640559
2344,217937.072483
2345,234424.980262
2346,214611.968863
2347,199017.103424
2348,240211.094093
2349,174320.725414
2350,300237.368239
2351,262580.165699
2352,259999.248728
2353,245701.981123
2354,133144.984614
2355,142780.86573
2356,151280.333637
2357,191085.743621
2358,197605.052952
2359,130503.187191
2360,116812.577207
2361,147286.731161
2362,271776.467637
2363,136892.258803
2364,154445.490374
2365,224038.157387
2366,192306.404262
2367,228123.952526
2368,213399.263559
2369,225865.647092
2370,167558.535731
2371,169211.079249
2372,191451.706276
2373,274448.346823
2374,323252.785146
2375,250454.283496
2376,298304.648456
2377,350987.333427
2378,149658.741373
2379,199153.899664
2380,146673.268629
2381,174454.565376
2382,208074.205946
2383,213737.047426
2384,254036.29307
2385,157213.096544
2386,136533.769337
2387,132699.682885
2388,102908.697743
2389,122957.805582
2390,145365.514616
2391,140961.2968
2392,118217.952471
2393,169175.130524
2394,143733.50343
2395,202290.222826
2396,140288.339086
2397,226914.949004
2398,132609.653672
2399,69816.2623957
2400,65371.0795866
2401,120068.537525
2402,137271.154384
2403,146518.10386
2404,149968.014947
2405,161697.924737
2406,139976.447274
2407,127504.838768
2408,151614.00346
2409,123488.43751
2410,168676.638409
2411,119598.447716
2412,153495.471976
2413,131496.695615
2414,155705.511505
2415,139446.173836
2416,131834.662605
2417,132610.026403
2418,131475.29726
2419,124150.20391
2420,126173.824795
2421,148588.372853
2422,113222.586969
2423,120661.853615
2424,150810.494772
2425,182405.582407
2426,132028.735587
2427,137419.539811
2428,172737.259442
2429,112467.541373
2430,131382.158924
2431,110525.222395
2432,143878.163974
2433,142328.877883
2434,137216.353198
2435,147173.168627
2436,108344.584651
2437,106984.910251
2438,124638.441802
2439,105923.368347
2440,124308.492213
2441,92559.7107025
2442,102336.856791
2443,126880.510475
2444,128621.306673
2445,87631.0645207
2446,137904.955959
2447,186843.148527
2448,126473.499794
2449,110241.762556
2450,150151.297795
2451,123573.589823
2452,206033.18944
2453,94570.7636498
2454,116100.936481
2455,120292.798799
2456,129175.985998
2457,135487.905107
2458,127217.805708
2459,111607.713831
2460,135197.523129
2461,128065.242929
2462,133989.871629
2463,125222.256694
2464,181794.914446
2465,144939.350072
2466,117945.625001
2467,129553.184696
2468,84289.238482
2469,83308.1423041
2470,189667.447868
2471,218974.910662
2472,163864.077937
2473,110438.031059
2474,73685.7908862
2475,227247.288307
2476,118470.236649
2477,126905.056796
2478,152022.874326
2479,105908.149648
2480,144484.31569
2481,122477.725159
2482,125111.873297
2483,112125.918555
2484,123853.973956
2485,124769.943745
2486,145376.077823
2487,166346.920428
2488,164071.062357
2489,155500.07166
2490,141442.96515
2491,90041.8969444
2492,182032.313779
2493,152811.285485
2494,145022.041411
2495,95658.1936299
2496,243304.476073
2497,159194.559903
2498,116035.724243
2499,86162.2704956
2500,125388.415919
2501,139001.972921
2502,140822.689709
2503,99722.7040124
2504,179452.126033
2505,227791.538149
2506,260184.059825
2507,299500.339632
2508,260621.297784
2509,214372.695952
2510,221272.934446
2511,174555.636055
2512,206057.976764
2513,220260.195549
2514,250725.718058
2515,145728.885478
2516,174412.755838
2517,145876.157821
2518,149095.640104
2519,233049.729244
2520,215982.362843
2521,188429.543923
2522,229400.423397
2523,122831.195797
2524,134416.984283
2525,142360.188722
2526,135396.983342
2527,116397.374731
2528,128717.677353
2529,135442.214852
2530,116245.929258
2531,257612.627438
2532,228427.802698
2533,196270.228107
2534,240082.582829
2535,311429.050994
2536,240555.534475
2537,245269.460305
2538,179431.073774
2539,187452.043363
2540,176923.367204
2541,179115.767519
2542,160923.001698
2543,121086.453388
2544,122009.364113
2545,136635.801201
2546,133007.586071
2547,139655.462861
2548,146609.182399
2549,156204.266091
2550,1085214.97907
2551,139068.920473
2552,126930.749683
2553,81049.4200774
2554,95037.2602644
2555,125221.513698
2556,101446.312557
2557,110843.761307
2558,147389.738798
2559,137042.524457
2560,146348.596488
2561,146242.273562
2562,139511.847518
2563,150947.855144
2564,205187.778983
2565,143359.891298
2566,156950.241175
2567,139482.464032
2568,208848.910671
2569,215913.074144
2570,114597.579052
2571,191511.436258
2572,146792.524945
2573,226455.441185
2574,283162.11613
2575,129797.830944
2576,116847.092583
2577,143595.790102
2578,86706.3789535
2579,61692.4336275
2580,101986.057916
2581,112000.257212
2582,111634.45115
2583,285377.816003
2584,175676.635732
2585,183039.530001
2586,230917.517514
2587,207076.4903
2588,146844.791218
2589,149782.085516
2590,201149.430898
2591,219910.128344
2592,214100.784404
2593,246984.436189
2594,178747.998631
2595,197307.803326
2596,304171.684729
2597,176142.351585
2598,284828.249919
2599,342688.034953
2600,160777.566079
2601,140792.740878
2602,88512.7103538
2603,100157.773906
2604,93598.4110701
2605,82085.5067487
2606,143958.458566
2607,197671.996831
2608,191242.860289
2609,166364.301932
2610,109769.345594
2611,123746.938505
2612,157493.257618
2613,129798.374199
2614,123318.416109
2615,160946.277115
2616,145943.271445
2617,183831.650325
2618,206545.812682
2619,200885.83175
2620,186417.264827
2621,172335.389011
2622,177793.059814
2623,250057.702145
2624,304857.589824
2625,317755.505867
2626,171913.553535
2627,162535.103555
2628,477024.200247
2629,524058.16242
2630,364722.923964
2631,521048.157406
2632,416794.56997
2633,302911.858034
2634,422460.907484
2635,154668.064996
2636,179417.409238
2637,176959.526343
2638,266548.197236
2639,185504.178787
2640,151600.730212
2641,101869.761471
2642,188569.407358
2643,106992.478633
2644,125009.423851
2645,110684.659674
2646,99736.6555797
2647,104963.285405
2648,145002.055659
2649,149907.467356
2650,138990.585755
2651,141099.876291
2652,424093.04657
2653,261046.937214
2654,246958.544212
2655,397581.073071
2656,326614.27708
2657,369240.208448
2658,300300.360387
2659,290581.920004
2660,353441.439666
2661,357536.44906
2662,362558.816809
2663,289033.367622
2664,264199.638644
2665,320801.55777
2666,283471.836497
2667,168730.375567
2668,178180.004629
2669,183687.229653
2670,290472.613835
2671,183389.676991
2672,198322.599313
2673,208176.697431
2674,196578.030198
2675,172396.823198
2676,196899.770664
2677,193359.299366
2678,248279.510012
2679,269432.759153
2680,282452.52648
2681,396288.704137
2682,315434.277567
2683,512180.095409
2684,305923.093749
2685,326395.171753
2686,255265.920158
2687,312871.586748
2688,219777.16915
2689,208526.489774
2690,453876.836254
2691,185428.552444
2692,135476.930214
2693,202605.587289
2694,134685.057409
2695,193573.538901
2696,183709.253707
2697,181472.173627
2698,192701.831452
2699,171773.779255
2700,160296.9427
2701,155217.315372
2702,113369.134671
2703,123322.572118
2704,137228.76509
2705,116737.606912
2706,112414.369593
2707,124958.835039
2708,132177.49937
2709,105448.610815
2710,125140.148111
2711,295284.9638
2712,362157.043413
2713,174131.985222
2714,151192.164
2715,170779.852169
2716,144793.553332
2717,191713.703195
2718,225551.462483
2719,151996.295064
2720,176583.203995
2721,133630.104828
2722,155882.913507
2723,139608.065966
2724,125563.986659
2725,130176.460424
2726,149984.946297
2727,170890.176297
2728,174438.586501
2729,145054.787699
2730,147481.671339
2731,130508.431621
2732,134174.681128
2733,155443.413791
2734,148216.04576
2735,142275.502204
2736,140905.343075
2737,122324.983995
2738,138658.672854
2739,158510.798515
2740,139174.224472
2741,140241.544276
2742,152729.684774
2743,157136.211203
2744,163497.327033
2745,141348.567136
2746,138770.673154
2747,147379.253552
2748,126635.906963
2749,129653.128978
2750,128398.932938
2751,138366.852649
2752,197786.236007
2753,144668.147145
2754,205496.259031
2755,134369.071905
2756,95985.2767299
2757,66405.3248969
2758,93716.2752036
2759,163026.42469
2760,117128.782752
2761,143186.900968
2762,143735.730836
2763,187340.405366
2764,145362.719384
2765,287151.026133
2766,127002.628463
2767,88526.8168721
2768,129884.743751
2769,131743.968468
2770,143104.471745
2771,109776.29946
2772,113590.112704
2773,163408.808894
2774,143143.058316
2775,109838.344544
2776,140879.567589
2777,151246.282525
2778,104688.195513
2779,117052.330966
2780,94786.6353134
2781,98758.0343403
2782,97518.7600232
2783,98869.6185294
2784,124983.316811
2785,137304.047418
2786,67621.3193028
2787,125443.837999
2788,71941.9308241
2789,172051.888657
2790,94246.4062433
2791,114992.037389
2792,62967.0915429
2793,149996.831536
2794,92926.5728659
2795,124415.911573
2796,101291.527715
2797,199353.588834
2798,100928.425292
2799,110915.857311
2800,68363.3508112
2801,106175.265877
2802,131723.265519
2803,173867.403084
2804,128758.653297
2805,98653.7445375
2806,87021.9973244
2807,166496.294558
2808,145372.025808
2809,131386.990718
2810,125463.303155
2811,151570.213854
2812,161477.668875
2813,151767.950898
2814,154391.940015
2815,100477.654948
2816,234212.221176
2817,152265.30525
2818,133649.208785
2819,166063.525774
2820,139153.927664
2821,105767.770731
2822,189733.403974
2823,338423.348555
2824,178325.722372
2825,143234.905759
2826,139624.95378
2827,139833.899764
2828,208724.436935
2829,210040.930946
2830,229893.369731
2831,170558.654082
2832,251478.372249
2833,290680.196362
2834,220935.672084
2835,217926.59485
2836,192602.066888
2837,156791.762005
2838,148902.644092
2839,176373.045151
2840,203142.711722
2841,204956.449885
2842,233981.827083
2843,147607.477513
2844,163359.791021
2845,125855.057988
2846,207802.133195
2847,199326.380543
2848,221260.081714
2849,201289.637604
2850,286104.854696
2851,226129.20081
2852,238268.909877
2853,244026.516915
2854,141238.829395
2855,201654.757543
2856,201768.882064
2857,188812.855786
2858,207520.543094
2859,115879.832531
2860,124528.701245
2861,127202.477034
2862,191854.003473
2863,125942.794061
2864,243281.486776
2865,138594.007649
2866,147796.871851
2867,100844.954729
2868,100281.629534
2869,107245.287078
2870,123676.196806
2871,83762.6016586
2872,56041.9178583
2873,101333.485175
2874,134884.212818
2875,117556.578638
2876,166792.279249
2877,149156.364114
2878,171396.335847
2879,142456.199827
2880,105433.198997
2881,147601.197566
2882,169573.855198
2883,189820.129809
2884,196268.027341
2885,184941.844173
2886,226291.946169
2887,96313.9488937
2888,140577.317993
2889,60444.8228068
2890,79255.1172279
2891,141941.238284
2892,51199.8617315
2893,85508.6216639
2894,65670.7897034
2895,319775.70672
2896,272124.731523
2897,199804.603294
2898,153936.238121
2899,213350.673521
2900,164141.652064
2901,209811.490516
2902,184692.919759
2903,333099.890179
2904,360898.77484
2905,107517.462422
2906,192856.987631
2907,113152.174663
2908,130809.389202
2909,149255.541657
2910,82813.5623975
2911,86903.3577142
2912,146313.750156
2913,84747.4206062
2914,83603.7703053
2915,90248.4616974
2916,85848.0053833
2917,161282.964251
2918,118072.097407
2919,226461.460085
